Codigo Dependencia;Dependencia;Tipo de Inversión;CodBPIN;Nombre Proyecto;Comuna;Nombre Comuna;Inversion;Año;Corte
701;Secretaría Privada;0;120360;ADMINISTRACIÓN DE INFORMACIÓN  CORPORATIVA DE ENTES DESCENTRALIZADOS;99;Toda la Ciudad;$5,474,570;2017;31-Dic-2017
701;Secretaría Privada;0;160376;FORTALECIMIENTO DE LA ALCALDÍA EN EL TERRITORIO;10;La Candelaria;$69,682,309;2017;31-Dic-2017
701;Secretaría Privada;0;160376;FORTALECIMIENTO DE LA ALCALDÍA EN EL TERRITORIO;14;El Poblado;$107,509,479;2017;31-Dic-2017
701;Secretaría Privada;0;160376;FORTALECIMIENTO DE LA ALCALDÍA EN EL TERRITORIO;97;Fortalecimiento Institucional;$2,217,797,131;2017;31-Dic-2017
701;Secretaría Privada;0;160387;FORTALECIMIENTO DE LA GOBERNABILIDAD DEL CONGLOMERADO PÚBLICO;97;Fortalecimiento Institucional;$279,364,972;2017;31-Dic-2017
702;Secretaría de Comunicaciones;1;160665;17PP99-DIFUSIÓN DE LA COMUNICACIÓN PARA LA MOVILIZACIÓN;9;Buenos Aires;$231,727,444;2017;31-Dic-2017
702;Secretaría de Comunicaciones;1;150355;16PP13-FORTALECIMIENTO DE LA RED DE MEDIOS EN SAN JAVIER;13;San Javier;$5,716,779;2017;31-Dic-2017
702;Secretaría de Comunicaciones;1;150473;16PP13-COMUNICACIONES PARA LAS VÍCTIMAS DEL CONFLICTO;13;San Javier;$1,800,000;2017;31-Dic-2017
702;Secretaría de Comunicaciones;0;160399;DIFUSIÓN DE LA COMUNICACIÓN PARA LA MOVILIZACIÓN, LA PARTICIPACIÓN Y LA CULTURA CIUDADANA;99;Toda la Ciudad;$773,383,606;2017;31-Dic-2017
702;Secretaría de Comunicaciones;0;160400;DESARROLLO DE MEDIOS CIUDADANOS PARA LA INTERACCIÓN Y MOVILIZACIÓN SOCIAL;99;Toda la Ciudad;$800,000,000;2017;31-Dic-2017
702;Secretaría de Comunicaciones;0;160401;DIVULGACIÓN DE LAS ESTRATEGIAS DE COMUNICACIONES;99;Toda la Ciudad;$18,730,680,362;2017;31-Dic-2017
702;Secretaría de Comunicaciones;1;160665;17PP99-DIFUSIÓN DE LA COMUNICACIÓN PARA LA MOVILIZACIÓN;1;Popular;$317,125,892;2017;31-Dic-2017
