Codigo Dependencia;Dependencia;Tipo de Inversión;CodBPIN;Nombre Proyecto;Comuna;Nombre Comuna;Inversion;Año;Corte
721;Secretaría de Salud;0;120029;PROMOCIÓN Y EDUCACIÓN EN SALUD;70;Altavista;$16,833,476;2017;31-Dic-2017
721;Secretaría de Salud;0;160281;IMPLEMENTACIÓN DE LA VIGILANCIA AL ACCESO DE LOS SERVICIOS EN SALUD;6;Doce de Octubre;$23,368,443;2017;31-Dic-2017
721;Secretaría de Salud;0;160281;IMPLEMENTACIÓN DE LA VIGILANCIA AL ACCESO DE LOS SERVICIOS EN SALUD;7;Robledo;$20,923,350;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;80;San Antonio de Prado;$45,575,904;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;90;Santa Elena;$624,994;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;11;Laureles - Estadio;$3,922,201;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;12;La América;$3,096,948;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;13;San Javier;$4,447,242;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;14;El Poblado;$4,201,545;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;15;Guayabal;$3,048,346;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;16;Belén;$6,307,750;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;50;San Sebastián de Palmitas;$225,629;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;60;San Cristobal;$2,974,052;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;12;La América;$37,562,507;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;80;San Antonio de Prado;$3,757,636;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;7;Robledo;$5,573,025;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;1;Popular;$50,944,147;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;2;Santa Cruz;$43,607,049;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;3;Manrique;$62,425,897;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;4;Aranjuez;$63,140,963;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;5;Castilla;$58,476,946;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;6;Doce de Octubre;$75,493,594;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;7;Robledo;$67,594,530;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;8;Villa Hermosa;$53,694,720;2017;31-Dic-2017
721;Secretaría de Salud;0;160274;DESARROLLO DE LA GESTIÓN TERRITORIAL Y PARTICIPACIÓN SOCIAL EN SALUD;9;Buenos Aires;$53,195,917;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;70;Altavista;$1,232,605;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;16;Belén;$22,127,902,580;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;5;Castilla;$24,386,799,081;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;7;Robledo;$38,562,148,224;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;7;Robledo;$876,298,274;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;9;Buenos Aires;$28,172,255,776;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;10;La Candelaria;$10,500,258,624;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;11;Laureles - Estadio;$779,783,449;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;12;La América;$3,177,926,996;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;13;San Javier;$54,735,434,592;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;5;Castilla;$787,199,736;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;15;Guayabal;$10,907,685,162;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;2;Santa Cruz;$48,598,250,033;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;50;San Sebastián de Palmitas;$125,838,069;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;60;San Cristobal;$2,156,782,002;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;70;Altavista;$799,381,182;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;80;San Antonio de Prado;$1,296,544,704;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;90;Santa Elena;$319,752,472;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;1;Popular;$1,247,992,191;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;2;Santa Cruz;$1,086,305,300;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;3;Manrique;$1,412,712,590;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;4;Aranjuez;$1,172,760,763;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;14;El Poblado;$837,545,186;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;14;El Poblado;$660,647,884;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;4;Aranjuez;$818,562,053;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;5;Castilla;$758,097,542;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;6;Doce de Octubre;$978,702,063;2017;31-Dic-2017
721;Secretaría de Salud;0;160269;DESARROLLO DEL ABORDAJE INTEGRAL PARA LA PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS NO TRANSMISIBLES;9;Buenos Aires;$4,385,890;2017;31-Dic-2017
721;Secretaría de Salud;0;160261;DESARROLLO DEL ABORDAJE INTEGRAL DE ATENCIÓN SOCIOSANITARIA, SALUD MENTAL Y ADICCIONES;5;Castilla;$19,242,474;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;8;Villa Hermosa;$696,100,567;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;9;Buenos Aires;$689,634,070;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;10;La Candelaria;$430,386,326;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;11;Laureles - Estadio;$616,723,939;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;4;Aranjuez;$43,700,879,900;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;13;San Javier;$699,281,059;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;3;Manrique;$62,502,325,303;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;15;Guayabal;$479,319,670;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;16;Belén;$991,825,987;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;50;San Sebastián de Palmitas;$35,477,805;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;60;San Cristobal;$467,637,770;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;70;Altavista;$193,814,029;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;80;San Antonio de Prado;$590,847,902;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;90;Santa Elena;$98,273,671;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;1;Popular;$63,700,881,358;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;8;Villa Hermosa;$57,113,980,406;2017;31-Dic-2017
721;Secretaría de Salud;0;160230;SERVICIO DE ATENCIÓN PRE HOSPITALARIA, URGENCIAS, EMERGENCIAS Y DESASTRES;12;La América;$486,961,894;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;50;San Sebastián de Palmitas;$2,117,946;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;5;Castilla;$45,256,754;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;6;Doce de Octubre;$58,426,358;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;7;Robledo;$52,313,077;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;8;Villa Hermosa;$41,555,671;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;9;Buenos Aires;$41,169,635;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;10;La Candelaria;$25,693,116;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;11;Laureles - Estadio;$36,817,061;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;13;San Javier;$41,745,539;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;4;Aranjuez;$48,866,352;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;16;Belén;$59,209,827;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;12;La América;$29,070,553;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;60;San Cristobal;$27,916,945;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;70;Altavista;$11,570,270;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;80;San Antonio de Prado;$35,272,318;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;90;Santa Elena;$5,866,721;2017;31-Dic-2017
721;Secretaría de Salud;0;160261;DESARROLLO DEL ABORDAJE INTEGRAL DE ATENCIÓN SOCIOSANITARIA, SALUD MENTAL Y ADICCIONES;1;Popular;$16,763,734;2017;31-Dic-2017
721;Secretaría de Salud;0;160231;ADMINISTRACIÓN Y GESTIÓN DEL ASEGURAMIENTO EN SALUD;6;Doce de Octubre;$57,781,334,761;2017;31-Dic-2017
721;Secretaría de Salud;0;160261;DESARROLLO DEL ABORDAJE INTEGRAL DE ATENCIÓN SOCIOSANITARIA, SALUD MENTAL Y ADICCIONES;2;Santa Cruz;$14,349,372;2017;31-Dic-2017
721;Secretaría de Salud;0;160261;DESARROLLO DEL ABORDAJE INTEGRAL DE ATENCIÓN SOCIOSANITARIA, SALUD MENTAL Y ADICCIONES;3;Manrique;$20,541,919;2017;31-Dic-2017
721;Secretaría de Salud;0;160261;DESARROLLO DEL ABORDAJE INTEGRAL DE ATENCIÓN SOCIOSANITARIA, SALUD MENTAL Y ADICCIONES;4;Aranjuez;$20,777,219;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;15;Guayabal;$28,614,329;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;13;San Javier;$1,316,549,848;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;6;Doce de Octubre;$1,297,741,993;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;7;Robledo;$1,086,912,005;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;8;Villa Hermosa;$1,343,244,868;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;14;El Poblado;$39,439,224;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;9;Buenos Aires;$880,632,306;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;10;La Candelaria;$416,806,334;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;12;La América;$152,586,307;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;14;El Poblado;$24,571,552;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;15;Guayabal;$388,897,904;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;16;Belén;$679,812,951;2017;31-Dic-2017
721;Secretaría de Salud;0;160233;IMPLEMENTACIÓN MODELO INTEGRAL DE ATENCIÓN EN SALUD;99;Toda la Ciudad;$47,600,000;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;50;San Sebastián de Palmitas;$24,874,904;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;3;Manrique;$48,312,944;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;60;San Cristobal;$312,149,722;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;70;Altavista;$154,709,774;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;80;San Antonio de Prado;$295,161,982;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;90;Santa Elena;$56,726,917;2017;31-Dic-2017
721;Secretaría de Salud;0;160232;ADMINISTRACIÓN Y GESTIÓN DE LA PRESTACIÓN DEL SERVICIO DE SALUD A LA POBLACIÓN POBRE NO AFILIADA;11;Laureles - Estadio;$49,446,457;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;1;Popular;$39,426,936;2017;31-Dic-2017
721;Secretaría de Salud;0;160234;DESARROLLO DEL ABORDAJE INTEGRAL SOCIO SANITARIO PARA LA PREVENCIÓN DEL EMBARAZO ADOLESCENTE Y LA PROMOCIÓN DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;2;Santa Cruz;$33,748,573;2017;31-Dic-2017
722;Secretaría de Inclusión Social y familia;0;160305;ASISTENCIA SOCIAL DE EMERGENCIAS NATURALES Y ANTRÓPICAS;2;Santa Cruz;$109,856,870;2017;31-Dic-2017
722;Secretaría de Inclusión Social y familia;0;160305;ASISTENCIA SOCIAL DE EMERGENCIAS NATURALES Y ANTRÓPICAS;1;Popular;$187,088,034;2017;31-Dic-2017
722;Secretaría de Inclusión Social y familia;0;160304;ADMINISTRACIÓN DEL CONOCIMIENTO PARA LA INVESTIGACIÓN SOCIAL;97;Fortalecimiento Institucional;$86,868,730;2017;31-Dic-2017
722;Secretaría de Inclusión Social y familia;0;160303;MEJORAMIENTO INSTITUCIONAL Y DE LA INFRAESTRUCTURA PARA LA INCLUSIÓN SOCIAL;99;Toda la Ciudad;$430,930,841;2017;31-Dic-2017
722;Secretaría de Inclusión Social y familia;0;160302;DESARROLLO DE LA ESTRATEGIA VOLVER A CASA;99;Toda la Ciudad;$75,064,820;2017;31-Dic-2017
722;Secretaría de Inclusión Social y familia;0;160302;DESARROLLO DE LA ESTRATEGIA VOLVER A CASA;80;San Antonio de Prado;$16,681,074;2017;31-Dic-2017
722;Secretaría de Inclusión Social y familia;0;160302;DESARROLLO DE LA ESTRATEGIA VOLVER A CASA;70;Altavista;$8,340,537;2017;31-Dic-2017
